"gene","cluster_id","baseMean","logFC","lfcSE","stat","p_val","p_adj.loc","p_adj.glb","contrast","comparison_type","method"
"Was","NKT_cells",156,0.182,0.236,0.769,0.442,0.808,0.721,"WB","Compartment","muscat_DESeq2"
"Wdr13","NKT_cells",15.9,-0.191,0.579,-0.33,0.742,0.935,0.899,"WB","Compartment","muscat_DESeq2"
"Rbm3","NKT_cells",431,-0.121,0.253,-0.48,0.631,0.896,0.841,"WB","Compartment","muscat_DESeq2"
"Tbc1d25","NKT_cells",12.1,0.755,0.703,1.07,0.283,0.701,0.585,"WB","Compartment","muscat_DESeq2"
"Ebp","NKT_cells",50.9,0.517,0.363,1.42,0.154,0.568,0.429,"WB","Compartment","muscat_DESeq2"
"Ftsj1","NKT_cells",16.1,0.0807,0.568,0.142,0.887,0.976,0.962,"WB","Compartment","muscat_DESeq2"
"Cybb","NKT_cells",17.3,-2.35,0.718,-3.27,0.00108,0.0305,0.0151,"WB","Compartment","muscat_DESeq2"
"Dynlt3","NKT_cells",20.1,-0.301,0.547,-0.551,0.582,0.874,0.811,"WB","Compartment","muscat_DESeq2"
"Rpgr","NKT_cells",11.5,-0.518,0.695,-0.746,0.456,0.816,0.732,"WB","Compartment","muscat_DESeq2"
"Mid1ip1","NKT_cells",20.5,0.533,0.521,1.02,0.306,0.721,0.609,"WB","Compartment","muscat_DESeq2"
"Bcor","NKT_cells",98.7,-0.426,0.281,-1.52,0.129,0.522,0.388,"WB","Compartment","muscat_DESeq2"
"Atp6ap2","NKT_cells",52.3,0.685,0.356,1.92,0.0545,0.349,0.233,"WB","Compartment","muscat_DESeq2"
"1810030O07Rik","NKT_cells",55.1,-0.371,0.345,-1.07,0.283,0.701,0.585,"WB","Compartment","muscat_DESeq2"
"Med14","NKT_cells",74.4,-0.00729,0.298,-0.0244,0.981,0.996,0.994,"WB","Compartment","muscat_DESeq2"
"Usp9x","NKT_cells",185,0.032,0.238,0.135,0.893,0.977,0.964,"WB","Compartment","muscat_DESeq2"
"Ddx3x","NKT_cells",258,0.118,0.209,0.563,0.573,0.87,0.805,"WB","Compartment","muscat_DESeq2"
"Cask","NKT_cells",22.9,-0.715,0.586,-1.22,0.223,0.646,0.518,"WB","Compartment","muscat_DESeq2"
"Gpr34","NKT_cells",7.8,0.546,0.906,0.603,0.546,0.857,0.789,"WB","Compartment","muscat_DESeq2"
"Efhc2","NKT_cells",6.38,-1.5,1.01,-1.48,0.138,0.539,0.402,"WB","Compartment","muscat_DESeq2"
"Fundc1","NKT_cells",37.1,0.107,0.405,0.264,0.792,0.95,0.921,"WB","Compartment","muscat_DESeq2"
"Kdm6a","NKT_cells",188,0.381,0.224,1.7,0.0893,0.444,0.313,"WB","Compartment","muscat_DESeq2"
"Slc9a7","NKT_cells",88.4,0.0252,0.29,0.0871,0.931,0.985,0.977,"WB","Compartment","muscat_DESeq2"
"Rp2","NKT_cells",22.4,-0.083,0.5,-0.166,0.868,0.972,0.954,"WB","Compartment","muscat_DESeq2"
"Jade3","NKT_cells",11.9,-0.0621,0.656,-0.0947,0.925,0.985,0.974,"WB","Compartment","muscat_DESeq2"
"Ndufb11","NKT_cells",216,0.464,0.239,1.94,0.0523,0.342,0.227,"WB","Compartment","muscat_DESeq2"
"Rbm10","NKT_cells",86.6,-0.154,0.283,-0.544,0.586,0.875,0.814,"WB","Compartment","muscat_DESeq2"
"Uba1","NKT_cells",193,-0.198,0.235,-0.842,0.4,0.785,0.691,"WB","Compartment","muscat_DESeq2"
"Cdk16","NKT_cells",27.5,-0.0296,0.455,-0.065,0.948,0.988,0.982,"WB","Compartment","muscat_DESeq2"
"Usp11","NKT_cells",33.3,-0.137,0.438,-0.312,0.755,0.94,0.905,"WB","Compartment","muscat_DESeq2"
"Araf","NKT_cells",88.9,-0.0323,0.281,-0.115,0.908,0.981,0.969,"WB","Compartment","muscat_DESeq2"
"Uxt","NKT_cells",24.2,-0.00329,0.48,-0.00685,0.995,0.998,0.998,"WB","Compartment","muscat_DESeq2"
"Zfp182","NKT_cells",58.7,-0.149,0.341,-0.438,0.662,0.908,0.858,"WB","Compartment","muscat_DESeq2"
"Wdr44","NKT_cells",97.3,0.316,0.276,1.15,0.252,0.674,0.552,"WB","Compartment","muscat_DESeq2"
"Dock11","NKT_cells",468,0.256,0.21,1.22,0.222,0.646,0.517,"WB","Compartment","muscat_DESeq2"
"Pgrmc1","NKT_cells",46.7,0.24,0.357,0.671,0.502,0.836,0.762,"WB","Compartment","muscat_DESeq2"
"Slc25a5","NKT_cells",331,0.456,0.22,2.07,0.0382,0.297,0.189,"WB","Compartment","muscat_DESeq2"
"Ube2a","NKT_cells",63.2,0.572,0.316,1.81,0.0704,0.396,0.271,"WB","Compartment","muscat_DESeq2"
"Steep1","NKT_cells",33,-0.135,0.422,-0.319,0.75,0.938,0.903,"WB","Compartment","muscat_DESeq2"
"Nkrf","NKT_cells",13.4,0.208,0.662,0.314,0.753,0.939,0.904,"WB","Compartment","muscat_DESeq2"
"Septin6","NKT_cells",333,0.267,0.199,1.34,0.181,0.602,0.467,"WB","Compartment","muscat_DESeq2"
"Rpl39","NKT_cells",907,1.1,0.293,3.76,0.000173,0.00785,0.00375,"WB","Compartment","muscat_DESeq2"
"Upf3b","NKT_cells",51.7,-0.0338,0.352,-0.096,0.924,0.985,0.974,"WB","Compartment","muscat_DESeq2"
"Nkap","NKT_cells",56.1,0.295,0.369,0.801,0.423,0.797,0.707,"WB","Compartment","muscat_DESeq2"
"Ndufa1","NKT_cells",74.1,0.959,0.39,2.46,0.0141,0.173,0.0973,"WB","Compartment","muscat_DESeq2"
"Zbtb33","NKT_cells",21.2,0.119,0.543,0.219,0.827,0.959,0.936,"WB","Compartment","muscat_DESeq2"
"Lamp2","NKT_cells",40.4,0.229,0.383,0.598,0.55,0.857,0.791,"WB","Compartment","muscat_DESeq2"
"Cul4b","NKT_cells",53.5,0.4,0.339,1.18,0.237,0.66,0.535,"WB","Compartment","muscat_DESeq2"
"Mcts1","NKT_cells",76.8,0.322,0.297,1.09,0.278,0.696,0.58,"WB","Compartment","muscat_DESeq2"
"C1galt1c1","NKT_cells",14.2,0.492,0.619,0.795,0.427,0.8,0.71,"WB","Compartment","muscat_DESeq2"
"Thoc2","NKT_cells",202,0.41,0.219,1.87,0.0619,0.369,0.251,"WB","Compartment","muscat_DESeq2"
"Xiap","NKT_cells",93.7,-0.406,0.302,-1.34,0.179,0.6,0.464,"WB","Compartment","muscat_DESeq2"
"Stag2","NKT_cells",217,-0.094,0.225,-0.418,0.676,0.912,0.865,"WB","Compartment","muscat_DESeq2"
"Sh2d1a","NKT_cells",157,0.0717,0.251,0.286,0.775,0.945,0.914,"WB","Compartment","muscat_DESeq2"
"Ocrl","NKT_cells",16.8,-0.551,0.583,-0.944,0.345,0.753,0.647,"WB","Compartment","muscat_DESeq2"
"Sash3","NKT_cells",194,0.121,0.222,0.543,0.587,0.875,0.815,"WB","Compartment","muscat_DESeq2"
"Zdhhc9","NKT_cells",14.3,0.468,0.601,0.78,0.436,0.804,0.716,"WB","Compartment","muscat_DESeq2"
"Utp14a","NKT_cells",82.4,0.0533,0.3,0.178,0.859,0.97,0.951,"WB","Compartment","muscat_DESeq2"
"Bcorl1","NKT_cells",21.8,-0.298,0.497,-0.6,0.549,0.857,0.79,"WB","Compartment","muscat_DESeq2"
"Elf4","NKT_cells",187,-0.71,0.249,-2.85,0.00438,0.0842,0.0429,"WB","Compartment","muscat_DESeq2"
"Aifm1","NKT_cells",27.1,-0.357,0.46,-0.775,0.439,0.806,0.719,"WB","Compartment","muscat_DESeq2"
"Zfp280c","NKT_cells",49.9,-0.351,0.356,-0.986,0.324,0.736,0.626,"WB","Compartment","muscat_DESeq2"
"Rbmx2","NKT_cells",13.9,-0.41,0.62,-0.66,0.509,0.84,0.766,"WB","Compartment","muscat_DESeq2"
"Enox2","NKT_cells",73.8,-0.687,0.332,-2.07,0.0385,0.298,0.19,"WB","Compartment","muscat_DESeq2"
"Stk26","NKT_cells",160,0.106,0.251,0.424,0.671,0.911,0.863,"WB","Compartment","muscat_DESeq2"
"Rap2c","NKT_cells",51.2,-0.0174,0.355,-0.0492,0.961,0.991,0.986,"WB","Compartment","muscat_DESeq2"
"Mbnl3","NKT_cells",47.8,-0.761,0.362,-2.1,0.0354,0.285,0.18,"WB","Compartment","muscat_DESeq2"
"Phf6","NKT_cells",89.7,0.563,0.291,1.93,0.0531,0.344,0.229,"WB","Compartment","muscat_DESeq2"
"Hprt","NKT_cells",129,0.122,0.249,0.49,0.624,0.893,0.837,"WB","Compartment","muscat_DESeq2"
"Fam122b","NKT_cells",13.3,-0.0346,0.626,-0.0553,0.956,0.989,0.984,"WB","Compartment","muscat_DESeq2"
"Mospd1","NKT_cells",14.4,-0.305,0.628,-0.486,0.627,0.894,0.839,"WB","Compartment","muscat_DESeq2"
"Rtl8c","NKT_cells",11.6,0.813,0.7,1.16,0.246,0.669,0.545,"WB","Compartment","muscat_DESeq2"
"Rtl8a","NKT_cells",10.9,0.148,0.676,0.218,0.827,0.959,0.937,"WB","Compartment","muscat_DESeq2"
"Rtl8b","NKT_cells",16.6,0.369,0.633,0.582,0.56,0.864,0.798,"WB","Compartment","muscat_DESeq2"
"Ints6l","NKT_cells",44.7,-0.0485,0.382,-0.127,0.899,0.979,0.965,"WB","Compartment","muscat_DESeq2"
"Mmgt1","NKT_cells",12,0.000764,0.689,0.00111,0.999,1,1,"WB","Compartment","muscat_DESeq2"
"Slc9a6","NKT_cells",14.5,-0.061,0.597,-0.102,0.919,0.983,0.972,"WB","Compartment","muscat_DESeq2"
"Htatsf1","NKT_cells",69.2,0.284,0.309,0.918,0.359,0.761,0.658,"WB","Compartment","muscat_DESeq2"
"Cd40lg","NKT_cells",30.8,0.332,0.484,0.686,0.493,0.832,0.755,"WB","Compartment","muscat_DESeq2"
"Arhgef6","NKT_cells",138,-0.0138,0.251,-0.0548,0.956,0.989,0.984,"WB","Compartment","muscat_DESeq2"
"Rbmx","NKT_cells",61.1,0.324,0.327,0.993,0.321,0.733,0.623,"WB","Compartment","muscat_DESeq2"
"Fgf13","NKT_cells",469,-0.571,0.224,-2.55,0.0108,0.146,0.0812,"WB","Compartment","muscat_DESeq2"
"Atp11c","NKT_cells",77.5,-0.136,0.323,-0.419,0.675,0.912,0.865,"WB","Compartment","muscat_DESeq2"
"Fmr1","NKT_cells",65,0.0955,0.322,0.297,0.767,0.942,0.91,"WB","Compartment","muscat_DESeq2"
"Ids","NKT_cells",19.4,-0.416,0.533,-0.78,0.435,0.804,0.716,"WB","Compartment","muscat_DESeq2"
"Eola1","NKT_cells",13.9,0.711,0.623,1.14,0.254,0.675,0.554,"WB","Compartment","muscat_DESeq2"
"Tmem185a","NKT_cells",14.1,0.992,0.6,1.65,0.0981,0.463,0.33,"WB","Compartment","muscat_DESeq2"
"Mtm1","NKT_cells",22.1,-0.163,0.534,-0.305,0.761,0.941,0.908,"WB","Compartment","muscat_DESeq2"
"Mtmr1","NKT_cells",96.3,0.207,0.287,0.719,0.472,0.825,0.744,"WB","Compartment","muscat_DESeq2"
"Cd99l2","NKT_cells",11.6,0.216,0.69,0.313,0.754,0.94,0.905,"WB","Compartment","muscat_DESeq2"
"Hmgb3","NKT_cells",14.6,-0.443,0.627,-0.707,0.48,0.827,0.748,"WB","Compartment","muscat_DESeq2"
"Vma21","NKT_cells",31.9,0.332,0.441,0.753,0.451,0.814,0.729,"WB","Compartment","muscat_DESeq2"
"Cetn2","NKT_cells",37.9,0.531,0.401,1.32,0.185,0.609,0.472,"WB","Compartment","muscat_DESeq2"
"Nsdhl","NKT_cells",12.1,0.0968,0.65,0.149,0.882,0.975,0.96,"WB","Compartment","muscat_DESeq2"
"Xlr4a","NKT_cells",41.3,1.23,0.378,3.26,0.00112,0.0311,0.0155,"WB","Compartment","muscat_DESeq2"
"Xlr4b","NKT_cells",45.4,1.07,0.389,2.75,0.00595,0.102,0.0533,"WB","Compartment","muscat_DESeq2"
"F8a","NKT_cells",21.4,0.464,0.518,0.896,0.37,0.768,0.668,"WB","Compartment","muscat_DESeq2"
"Xlr4c","NKT_cells",13,1.03,0.678,1.53,0.127,0.518,0.383,"WB","Compartment","muscat_DESeq2"
"Zfp275","NKT_cells",17.2,-0.45,0.558,-0.807,0.42,0.796,0.704,"WB","Compartment","muscat_DESeq2"
"Haus7","NKT_cells",12.9,0.216,0.644,0.335,0.738,0.934,0.897,"WB","Compartment","muscat_DESeq2"
"Bcap31","NKT_cells",148,0.381,0.24,1.59,0.112,0.497,0.357,"WB","Compartment","muscat_DESeq2"
"Abcd1","NKT_cells",35.2,-0.688,0.418,-1.65,0.0996,0.465,0.333,"WB","Compartment","muscat_DESeq2"
"Idh3g","NKT_cells",90.6,0.385,0.279,1.38,0.168,0.585,0.448,"WB","Compartment","muscat_DESeq2"
"Ssr4","NKT_cells",180,0.159,0.246,0.644,0.519,0.844,0.773,"WB","Compartment","muscat_DESeq2"
"L1cam","NKT_cells",17.2,-0.229,0.561,-0.409,0.683,0.914,0.869,"WB","Compartment","muscat_DESeq2"
"Arhgap4","NKT_cells",199,-0.0589,0.225,-0.261,0.794,0.95,0.922,"WB","Compartment","muscat_DESeq2"
"Naa10","NKT_cells",69.2,0.252,0.324,0.777,0.437,0.805,0.718,"WB","Compartment","muscat_DESeq2"
"Hcfc1","NKT_cells",69.5,-0.828,0.322,-2.57,0.0102,0.141,0.0781,"WB","Compartment","muscat_DESeq2"
"Irak1","NKT_cells",64.1,-0.409,0.357,-1.15,0.251,0.674,0.551,"WB","Compartment","muscat_DESeq2"
"Mecp2","NKT_cells",103,-0.242,0.289,-0.838,0.402,0.787,0.693,"WB","Compartment","muscat_DESeq2"
"Flna","NKT_cells",400,0.146,0.21,0.695,0.487,0.83,0.752,"WB","Compartment","muscat_DESeq2"
"Emd","NKT_cells",80.4,0.704,0.304,2.31,0.0207,0.213,0.126,"WB","Compartment","muscat_DESeq2"
"Rpl10","NKT_cells",809,0.0939,0.175,0.537,0.591,0.878,0.818,"WB","Compartment","muscat_DESeq2"
"Dnase1l1","NKT_cells",14.9,-0.471,0.614,-0.767,0.443,0.81,0.722,"WB","Compartment","muscat_DESeq2"
"Tafazzin","NKT_cells",54.4,0.0887,0.339,0.262,0.793,0.95,0.922,"WB","Compartment","muscat_DESeq2"
"Atp6ap1","NKT_cells",77.5,0.463,0.315,1.47,0.142,0.546,0.408,"WB","Compartment","muscat_DESeq2"
"Gdi1","NKT_cells",95.2,0.447,0.279,1.6,0.109,0.488,0.351,"WB","Compartment","muscat_DESeq2"
"Fam50a","NKT_cells",63.7,0.487,0.326,1.49,0.135,0.534,0.397,"WB","Compartment","muscat_DESeq2"
"Lage3","NKT_cells",31.8,-0.0762,0.427,-0.178,0.858,0.97,0.951,"WB","Compartment","muscat_DESeq2"
"Ubl4a","NKT_cells",40,-0.0379,0.411,-0.0922,0.927,0.985,0.975,"WB","Compartment","muscat_DESeq2"
"Slc10a3","NKT_cells",10.9,0.247,0.689,0.358,0.72,0.927,0.888,"WB","Compartment","muscat_DESeq2"
"Fam3a","NKT_cells",13.2,1.43,0.643,2.22,0.0263,0.245,0.148,"WB","Compartment","muscat_DESeq2"
"Ikbkg","NKT_cells",34.1,-0.207,0.416,-0.498,0.619,0.891,0.834,"WB","Compartment","muscat_DESeq2"
"G6pdx","NKT_cells",36.5,-0.196,0.434,-0.451,0.652,0.906,0.854,"WB","Compartment","muscat_DESeq2"
"Gab3","NKT_cells",255,-0.194,0.251,-0.775,0.438,0.806,0.718,"WB","Compartment","muscat_DESeq2"
"Dkc1","NKT_cells",106,-0.213,0.31,-0.689,0.491,0.832,0.755,"WB","Compartment","muscat_DESeq2"
"Mpp1","NKT_cells",56.2,0.284,0.336,0.843,0.399,0.785,0.691,"WB","Compartment","muscat_DESeq2"
"Fundc2","NKT_cells",61.5,-0.00144,0.321,-0.0045,0.996,0.999,0.999,"WB","Compartment","muscat_DESeq2"
"Cmc4","NKT_cells",10.8,0.835,0.737,1.13,0.257,0.679,0.557,"WB","Compartment","muscat_DESeq2"
"Brcc3","NKT_cells",53.5,0.356,0.373,0.954,0.34,0.751,0.642,"WB","Compartment","muscat_DESeq2"
"Vbp1","NKT_cells",48.4,0.563,0.352,1.6,0.109,0.488,0.351,"WB","Compartment","muscat_DESeq2"
"4933407K13Rik","NKT_cells",11.3,-0.613,0.689,-0.89,0.373,0.771,0.671,"WB","Compartment","muscat_DESeq2"
"Tbl1x","NKT_cells",167,-0.115,0.263,-0.438,0.661,0.908,0.858,"WB","Compartment","muscat_DESeq2"
"Prkx","NKT_cells",107,0.957,0.277,3.45,0.000564,0.0188,0.00924,"WB","Compartment","muscat_DESeq2"
"Prrg1","NKT_cells",19.1,-0.669,0.561,-1.19,0.233,0.655,0.53,"WB","Compartment","muscat_DESeq2"
"Tab3","NKT_cells",27.8,-0.104,0.467,-0.223,0.823,0.957,0.934,"WB","Compartment","muscat_DESeq2"
"Gk","NKT_cells",16.3,-0.261,0.668,-0.391,0.696,0.919,0.876,"WB","Compartment","muscat_DESeq2"
"Tasl","NKT_cells",22.2,-0.403,0.514,-0.783,0.433,0.803,0.714,"WB","Compartment","muscat_DESeq2"
"Pola1","NKT_cells",39.1,-0.265,0.389,-0.681,0.496,0.834,0.758,"WB","Compartment","muscat_DESeq2"
"Pdk3","NKT_cells",28.5,0.145,0.476,0.304,0.761,0.941,0.908,"WB","Compartment","muscat_DESeq2"
"Zfx","NKT_cells",90.7,-0.186,0.288,-0.646,0.518,0.844,0.773,"WB","Compartment","muscat_DESeq2"
"Eif2s3x","NKT_cells",152,0.138,0.251,0.549,0.583,0.874,0.812,"WB","Compartment","muscat_DESeq2"
"Klhl15","NKT_cells",13.7,-0.376,0.617,-0.61,0.542,0.856,0.787,"WB","Compartment","muscat_DESeq2"
"Apoo","NKT_cells",11.7,0.665,0.666,0.999,0.318,0.731,0.621,"WB","Compartment","muscat_DESeq2"
"Zxdb","NKT_cells",16.4,0.562,0.66,0.853,0.394,0.785,0.687,"WB","Compartment","muscat_DESeq2"
"Amer1","NKT_cells",13.5,-0.426,0.682,-0.624,0.532,0.85,0.781,"WB","Compartment","muscat_DESeq2"
"Zc3h12b","NKT_cells",13,-0.358,0.694,-0.516,0.606,0.884,0.827,"WB","Compartment","muscat_DESeq2"
"Las1l","NKT_cells",73.1,0.25,0.359,0.697,0.486,0.83,0.752,"WB","Compartment","muscat_DESeq2"
"Msn","NKT_cells",934,0.366,0.18,2.04,0.0414,0.308,0.198,"WB","Compartment","muscat_DESeq2"
"F630028O10Rik","NKT_cells",8.56,-1.77,0.936,-1.89,0.0586,0.36,0.243,"WB","Compartment","muscat_DESeq2"
"Heph","NKT_cells",450,0.576,0.201,2.87,0.00412,0.0813,0.041,"WB","Compartment","muscat_DESeq2"
"Ar","NKT_cells",37.2,0.702,0.392,1.79,0.0736,0.406,0.279,"WB","Compartment","muscat_DESeq2"
"Yipf6","NKT_cells",27.1,0.704,0.46,1.53,0.126,0.517,0.382,"WB","Compartment","muscat_DESeq2"
"Pja1","NKT_cells",62.2,1.49,0.366,4.06,0.0000499,0.00295,0.00139,"WB","Compartment","muscat_DESeq2"
"Igbp1","NKT_cells",73.1,0.327,0.336,0.971,0.332,0.743,0.634,"WB","Compartment","muscat_DESeq2"
"Pdzd11","NKT_cells",19,-0.584,0.535,-1.09,0.275,0.693,0.577,"WB","Compartment","muscat_DESeq2"
"Snx12","NKT_cells",46.9,0.0767,0.359,0.214,0.831,0.96,0.938,"WB","Compartment","muscat_DESeq2"
"Foxo4","NKT_cells",10.7,0.0906,0.69,0.131,0.895,0.978,0.964,"WB","Compartment","muscat_DESeq2"
"Il2rg","NKT_cells",584,0.594,0.211,2.82,0.00475,0.0879,0.0453,"WB","Compartment","muscat_DESeq2"
"Med12","NKT_cells",103,0.212,0.275,0.771,0.441,0.808,0.721,"WB","Compartment","muscat_DESeq2"
"Zmym3","NKT_cells",16.9,0.0345,0.562,0.0614,0.951,0.988,0.983,"WB","Compartment","muscat_DESeq2"
"Nono","NKT_cells",188,0.18,0.23,0.782,0.434,0.803,0.715,"WB","Compartment","muscat_DESeq2"
"Taf1","NKT_cells",96.3,0.333,0.284,1.17,0.24,0.662,0.538,"WB","Compartment","muscat_DESeq2"
"Ogt","NKT_cells",325,0.128,0.242,0.528,0.597,0.882,0.822,"WB","Compartment","muscat_DESeq2"
"Cxcr3","NKT_cells",237,-0.119,0.261,-0.456,0.649,0.905,0.851,"WB","Compartment","muscat_DESeq2"
"Pin4","NKT_cells",29.8,0.881,0.468,1.88,0.0598,0.362,0.246,"WB","Compartment","muscat_DESeq2"
"Rps4x","NKT_cells",4340,0.397,0.16,2.47,0.0134,0.168,0.0946,"WB","Compartment","muscat_DESeq2"
"Gm14858","NKT_cells",7.06,-0.0291,0.944,-0.0308,0.975,0.995,0.992,"WB","Compartment","muscat_DESeq2"
"Hdac8","NKT_cells",134,0.0577,0.252,0.229,0.819,0.956,0.932,"WB","Compartment","muscat_DESeq2"
"Chic1","NKT_cells",9.69,-0.0359,0.728,-0.0493,0.961,0.991,0.986,"WB","Compartment","muscat_DESeq2"
"Tsix","NKT_cells",14.2,-0.276,0.639,-0.432,0.666,0.91,0.86,"WB","Compartment","muscat_DESeq2"
"Xist","NKT_cells",586,-0.215,0.196,-1.1,0.273,0.692,0.575,"WB","Compartment","muscat_DESeq2"
"Jpx","NKT_cells",17,-0.273,0.566,-0.482,0.63,0.895,0.841,"WB","Compartment","muscat_DESeq2"
"Ftx","NKT_cells",43.2,0.224,0.379,0.591,0.554,0.859,0.794,"WB","Compartment","muscat_DESeq2"
"Slc16a2","NKT_cells",11.3,0.974,0.726,1.34,0.18,0.601,0.465,"WB","Compartment","muscat_DESeq2"
"Rlim","NKT_cells",125,0.447,0.264,1.7,0.09,0.445,0.314,"WB","Compartment","muscat_DESeq2"
"Abcb7","NKT_cells",77.9,-0.23,0.297,-0.774,0.439,0.807,0.719,"WB","Compartment","muscat_DESeq2"
"Uprt","NKT_cells",12.2,-0.333,0.668,-0.498,0.619,0.891,0.834,"WB","Compartment","muscat_DESeq2"
"Zdhhc15","NKT_cells",44.6,-0.289,0.365,-0.792,0.428,0.802,0.712,"WB","Compartment","muscat_DESeq2"
"5530601H04Rik","NKT_cells",23.2,-1.04,0.519,-2.01,0.0447,0.317,0.207,"WB","Compartment","muscat_DESeq2"
"Pbdc1","NKT_cells",51,0.365,0.347,1.05,0.294,0.711,0.597,"WB","Compartment","muscat_DESeq2"
"Atrx","NKT_cells",403,0.137,0.198,0.694,0.488,0.83,0.753,"WB","Compartment","muscat_DESeq2"
"Magt1","NKT_cells",72.7,-0.0775,0.325,-0.239,0.811,0.955,0.93,"WB","Compartment","muscat_DESeq2"
"Cox7b","NKT_cells",163,0.491,0.297,1.65,0.0981,0.463,0.33,"WB","Compartment","muscat_DESeq2"
"Atp7a","NKT_cells",25.4,-0.159,0.469,-0.339,0.735,0.932,0.896,"WB","Compartment","muscat_DESeq2"
"Pgk1","NKT_cells",135,0.184,0.268,0.686,0.493,0.832,0.755,"WB","Compartment","muscat_DESeq2"
"Taf9b","NKT_cells",13.3,0.922,0.626,1.47,0.141,0.545,0.407,"WB","Compartment","muscat_DESeq2"
"P2ry10","NKT_cells",172,1.75,0.276,6.37,0.000000000192,0.0000000788,0.0000000357,"WB","Compartment","muscat_DESeq2"
"P2ry10b","NKT_cells",16.1,-0.14,0.597,-0.235,0.814,0.955,0.931,"WB","Compartment","muscat_DESeq2"
"Gpr174","NKT_cells",146,-0.466,0.243,-1.92,0.055,0.35,0.234,"WB","Compartment","muscat_DESeq2"
"Itm2a","NKT_cells",98.5,-0.0929,0.288,-0.323,0.747,0.937,0.902,"WB","Compartment","muscat_DESeq2"
"Chmp1b2","NKT_cells",26.4,0.128,0.468,0.274,0.784,0.948,0.918,"WB","Compartment","muscat_DESeq2"
"Brwd3","NKT_cells",50.5,-0.174,0.349,-0.499,0.618,0.891,0.834,"WB","Compartment","muscat_DESeq2"
"2810403D21Rik","NKT_cells",16.7,-1.27,0.632,-2.01,0.0443,0.317,0.206,"WB","Compartment","muscat_DESeq2"
"Hmgn5","NKT_cells",34.9,0.973,0.408,2.38,0.0171,0.192,0.111,"WB","Compartment","muscat_DESeq2"
"Sh3bgrl","NKT_cells",51.9,0.293,0.369,0.795,0.427,0.8,0.71,"WB","Compartment","muscat_DESeq2"
"Apool","NKT_cells",23.2,-0.319,0.485,-0.657,0.511,0.84,0.768,"WB","Compartment","muscat_DESeq2"
"Chm","NKT_cells",62.5,0.153,0.325,0.471,0.638,0.899,0.845,"WB","Compartment","muscat_DESeq2"
"Klhl4","NKT_cells",8.15,0.408,0.786,0.519,0.604,0.884,0.826,"WB","Compartment","muscat_DESeq2"
"Diaph2","NKT_cells",213,0.0728,0.224,0.325,0.745,0.936,0.901,"WB","Compartment","muscat_DESeq2"
"Cstf2","NKT_cells",42.5,-0.332,0.39,-0.851,0.395,0.785,0.688,"WB","Compartment","muscat_DESeq2"
"Trmt2b","NKT_cells",41.4,-0.125,0.375,-0.332,0.74,0.934,0.898,"WB","Compartment","muscat_DESeq2"
"Timm8a1","NKT_cells",26.5,-0.404,0.466,-0.868,0.386,0.778,0.68,"WB","Compartment","muscat_DESeq2"
"Rpl36a","NKT_cells",787,0.52,0.239,2.17,0.0299,0.261,0.161,"WB","Compartment","muscat_DESeq2"
"Gla","NKT_cells",8.77,0.485,0.804,0.603,0.546,0.857,0.789,"WB","Compartment","muscat_DESeq2"
"Hnrnph2","NKT_cells",97.9,0.428,0.279,1.53,0.125,0.515,0.38,"WB","Compartment","muscat_DESeq2"
"Armcx3","NKT_cells",8.98,0.557,0.767,0.726,0.468,0.822,0.741,"WB","Compartment","muscat_DESeq2"
"Armcx2","NKT_cells",11.7,-0.13,0.675,-0.193,0.847,0.967,0.946,"WB","Compartment","muscat_DESeq2"
"Zmat1","NKT_cells",11.6,0.82,0.663,1.24,0.216,0.64,0.51,"WB","Compartment","muscat_DESeq2"
"Armcx5","NKT_cells",11.9,0.428,0.664,0.644,0.52,0.844,0.773,"WB","Compartment","muscat_DESeq2"
"Gprasp1","NKT_cells",51.5,-0.268,0.369,-0.726,0.468,0.822,0.741,"WB","Compartment","muscat_DESeq2"
"Bhlhb9","NKT_cells",14.7,-0.0899,0.598,-0.15,0.88,0.975,0.959,"WB","Compartment","muscat_DESeq2"
"Tceal9","NKT_cells",29.5,0.233,0.447,0.521,0.602,0.883,0.824,"WB","Compartment","muscat_DESeq2"
"Bex3","NKT_cells",51.6,0.296,0.349,0.848,0.397,0.785,0.689,"WB","Compartment","muscat_DESeq2"
"Morf4l2","NKT_cells",68.4,0.1,0.35,0.286,0.775,0.945,0.914,"WB","Compartment","muscat_DESeq2"
"BC065397","NKT_cells",17,-0.0523,0.589,-0.0887,0.929,0.985,0.976,"WB","Compartment","muscat_DESeq2"
"Tmsb15b1","NKT_cells",14.9,0.362,0.602,0.601,0.548,0.857,0.79,"WB","Compartment","muscat_DESeq2"
"Slc25a53","NKT_cells",36.4,-0.178,0.403,-0.44,0.66,0.907,0.857,"WB","Compartment","muscat_DESeq2"
"Zcchc18","NKT_cells",40.2,0.186,0.394,0.473,0.636,0.899,0.845,"WB","Compartment","muscat_DESeq2"
"Fam199x","NKT_cells",17.4,-0.62,0.588,-1.05,0.291,0.709,0.594,"WB","Compartment","muscat_DESeq2"
"Tbc1d8b","NKT_cells",27.8,-0.041,0.474,-0.0866,0.931,0.985,0.977,"WB","Compartment","muscat_DESeq2"
"Rbm41","NKT_cells",41,0.279,0.383,0.73,0.465,0.82,0.739,"WB","Compartment","muscat_DESeq2"
